video_id,canal,handle,titulo,publicado_em,url,visto_em
22bJ0S2q4iw,Sistema para Imobiliária,@sistemaparaimobiliaria,"🌆 KSI EM TRÂNSITO #3 – Dubai: Mercado Imobiliário, Vida e Oportunidades no Coração do Luxo",2025-03-28T19:20:51+00:00,https://www.youtube.com/watch?v=22bJ0S2q4iw,2026-09-07T20:45:51+00:00
-OIvJRhg4dY,Sistema para Imobiliária,@sistemaparaimobiliaria,🎙️ KSI EM TRÂNSITO! | O SEGREDO DO SUCESSO NO MERCADO IMOBILIÁRIO COM ELIZEU LEONEL 🏡🚀,2025-03-10T05:33:36+00:00,https://www.youtube.com/watch?v=-OIvJRhg4dY,2026-09-07T20:45:51+00:00
67zM9dgKmio,Sistema para Imobiliária,@sistemaparaimobiliaria,"Os Segredos do Crescimento Explosivo, Lago Imobiliária (Stela Patelli e Fabiano Marinho)! 🚀🔥",2025-03-07T19:21:06+00:00,https://www.youtube.com/watch?v=67zM9dgKmio,2026-09-07T20:45:51+00:00
ix2rXKapBQA,Union Softwares,@UsoBr,Uniloc Docs,2025-01-28T18:36:52+00:00,https://www.youtube.com/watch?v=ix2rXKapBQA,2026-09-07T20:45:51+00:00
Qz81ptiLjTA,Union Softwares,@UsoBr,Seguro Incêndio Manual   Unilocweb,2025-01-28T18:35:23+00:00,https://www.youtube.com/watch?v=Qz81ptiLjTA,2026-09-07T20:45:51+00:00
mUQ9u8Cb12E,Mold Systems,UCVbvO_BwkDyx_PyqYdk8O3Q,Agenda Google Politica Privacidade,2024-11-27T19:00:44+00:00,https://www.youtube.com/watch?v=mUQ9u8Cb12E,2026-09-07T20:45:51+00:00
QWUxjXk7lYE,Mold Systems,UCVbvO_BwkDyx_PyqYdk8O3Q,Sincronização Google Agenda,2024-11-22T17:21:32+00:00,https://www.youtube.com/watch?v=QWUxjXk7lYE,2026-09-07T20:45:51+00:00
-ByyJMLBYUc,LOFT CRM,@softwareimobiliaria,Treinamento Loft CRM Gerencial,2024-07-18T13:00:08+00:00,https://www.youtube.com/watch?v=-ByyJMLBYUc,2026-09-07T20:45:51+00:00
mDK8JKtawsk,LOFT CRM,@softwareimobiliaria,Treinamento Loft CRM Operacional,2024-07-16T13:00:07+00:00,https://www.youtube.com/watch?v=mDK8JKtawsk,2026-09-07T20:45:51+00:00
sMNUMBa8eUk,LOFT CRM,@softwareimobiliaria,Treinamento Loft CRM Gerencial,2024-07-11T13:00:06+00:00,https://www.youtube.com/watch?v=sMNUMBa8eUk,2026-09-07T20:45:51+00:00
C6pHllZkOmc,LOFT CRM,@softwareimobiliaria,Treinamento Loft CRM Operacional,2024-07-09T13:00:06+00:00,https://www.youtube.com/watch?v=C6pHllZkOmc,2026-09-07T20:45:51+00:00
77LEwvbXIKo,LOFT CRM,@softwareimobiliaria,Treinamento Loft CRM Gerencial,2024-07-04T13:00:07+00:00,https://www.youtube.com/watch?v=77LEwvbXIKo,2026-09-07T20:45:51+00:00
9YfqQdfO2Gk,LOFT CRM,@softwareimobiliaria,Treinamento Loft CRM Operacional,2024-07-02T13:00:07+00:00,https://www.youtube.com/watch?v=9YfqQdfO2Gk,2026-09-07T20:45:51+00:00
KPKltaJYCgY,LOFT CRM,@softwareimobiliaria,Treinamento Loft CRM Gerencial,2024-06-27T13:00:07+00:00,https://www.youtube.com/watch?v=KPKltaJYCgY,2026-09-07T20:45:51+00:00
iU-Cgfylx8U,LOFT CRM,@softwareimobiliaria,Treinamento Loft CRM Operacional,2024-06-25T13:00:07+00:00,https://www.youtube.com/watch?v=iU-Cgfylx8U,2026-09-07T20:45:51+00:00
91v8j4AZ1Do,LOFT CRM,@softwareimobiliaria,Treinamento Loft CRM Gerencial,2024-06-20T13:00:07+00:00,https://www.youtube.com/watch?v=91v8j4AZ1Do,2026-09-07T20:45:51+00:00
D67xVs4fWxs,LOFT CRM,@softwareimobiliaria,Treinamento Loft CRM Operacional,2024-06-18T13:00:07+00:00,https://www.youtube.com/watch?v=D67xVs4fWxs,2026-09-07T20:45:51+00:00
j0YAX3Nmveg,LOFT CRM,@softwareimobiliaria,Treinamento Loft CRM  Gerencial,2024-06-13T13:00:07+00:00,https://www.youtube.com/watch?v=j0YAX3Nmveg,2026-09-07T20:45:51+00:00
aiMaZwQ7rcU,LOFT CRM,@softwareimobiliaria,Treinamento Loft CRM Operacional,2024-06-11T13:00:07+00:00,https://www.youtube.com/watch?v=aiMaZwQ7rcU,2026-09-07T20:45:51+00:00
n1YDW1gYpRc,LOFT CRM,@softwareimobiliaria,Treinamento Vista CRM Gerencial,2024-06-06T13:00:07+00:00,https://www.youtube.com/watch?v=n1YDW1gYpRc,2026-09-07T20:45:51+00:00
IBvvZXZbEA8,LOFT CRM,@softwareimobiliaria,Treinamento Vista CRM   Operacional,2024-06-04T13:00:07+00:00,https://www.youtube.com/watch?v=IBvvZXZbEA8,2026-09-07T20:45:51+00:00
ULEZMsJqpms,LOFT CRM,@softwareimobiliaria,Treinamento Vista CRM   Gerencial,2024-05-30T13:00:07+00:00,https://www.youtube.com/watch?v=ULEZMsJqpms,2026-09-07T20:45:51+00:00
6EMmPwvNAvY,Sistema para Imobiliária,@sistemaparaimobiliaria,Imersão KSI - 2024,2024-04-15T14:44:43+00:00,https://www.youtube.com/watch?v=6EMmPwvNAvY,2026-09-07T20:45:51+00:00
SOS248W_lWM,Mold Systems,UCVbvO_BwkDyx_PyqYdk8O3Q,Cadastro Vistoria Curto,2023-04-20T21:05:01+00:00,https://www.youtube.com/watch?v=SOS248W_lWM,2026-09-07T20:45:51+00:00
9T4nvUOKHbA,Mold Systems,UCVbvO_BwkDyx_PyqYdk8O3Q,Vistorias Cadastro Direto,2023-04-20T19:35:43+00:00,https://www.youtube.com/watch?v=9T4nvUOKHbA,2026-09-07T20:45:51+00:00
KxouNK0Cp4s,Sistema para Imobiliária,@sistemaparaimobiliaria,Bate-Papo KSI: Paulo Ferreira - Diretor de Tecnologia Ivan Negócios Imobiliários,2022-09-21T03:13:52+00:00,https://www.youtube.com/watch?v=KxouNK0Cp4s,2026-09-07T20:45:51+00:00
ZAHmKLVzKAI,Sistema para Imobiliária,@sistemaparaimobiliaria,Conheça a Kurole!,2022-09-20T13:04:37+00:00,https://www.youtube.com/watch?v=ZAHmKLVzKAI,2026-09-07T20:45:51+00:00
XyBg4DncRb4,Mold Systems,UCVbvO_BwkDyx_PyqYdk8O3Q,MSYS Imob - Imobiliária Digital,2020-04-16T18:30:57+00:00,https://www.youtube.com/watch?v=XyBg4DncRb4,2026-09-07T20:45:51+00:00
aprmYRK-BvE,Sistema para Imobiliária,@sistemaparaimobiliaria,Laudo de Vistoria descomplicado? Aposte no Sistema KSI-V,2019-10-23T13:53:49+00:00,https://www.youtube.com/watch?v=aprmYRK-BvE,2026-09-07T20:45:51+00:00
RXEgEsEdVXA,Sistema para Imobiliária,@sistemaparaimobiliaria,Conheça as facilidades do APP KSI-V,2019-10-23T13:18:49+00:00,https://www.youtube.com/watch?v=RXEgEsEdVXA,2026-09-07T20:45:51+00:00
Rc4Osgj--Uk,Sistema para Imobiliária,@sistemaparaimobiliaria,Conheça as novas funcionalidades do APP KSI,2019-09-23T22:04:05+00:00,https://www.youtube.com/watch?v=Rc4Osgj--Uk,2026-09-07T20:45:51+00:00
spmhhgSdGZQ,Sistema para Imobiliária,@sistemaparaimobiliaria,KSI - Locatários,2019-07-08T15:11:17+00:00,https://www.youtube.com/watch?v=spmhhgSdGZQ,2026-09-07T20:45:51+00:00
aA37vztURh8,Sistema para Imobiliária,@sistemaparaimobiliaria,KSI - Proprietários,2019-07-03T12:35:27+00:00,https://www.youtube.com/watch?v=aA37vztURh8,2026-09-07T20:45:51+00:00
Y-I9oxbHtYY,Sistema para Imobiliária,@sistemaparaimobiliaria,Como utilizar o sistema KSI?,2019-06-06T15:07:11+00:00,https://www.youtube.com/watch?v=Y-I9oxbHtYY,2026-09-07T20:45:51+00:00
DKTKSeeW8rw,Mold Systems,UCVbvO_BwkDyx_PyqYdk8O3Q,MSYS Vistorias,2016-04-15T13:54:33+00:00,https://www.youtube.com/watch?v=DKTKSeeW8rw,2026-09-07T20:45:51+00:00
